Datum,Uhrzeit,Druck (bar),Heizöl (Liter),IST Rücklauf (°C),IST Vorlauf (°C)
2020-01-09,03:19:00,1.2500,715.8540,52.9540,68.1780
2020-01-09,03:20:00,1.3040,714.7140,53.7810,68.3710
2020-01-09,03:21:00,1.3500,713.0680,54.8770,68.6980
2020-01-09,03:22:00,1.4000,710.8240,55.5900,69.2570
2020-01-09,03:23:00,1.3810,711.9270,56.0660,69.9480
2020-01-09,03:24:00,1.2440,713.3860,56.4790,68.5880
2020-01-09,03:25:00,1.1170,714.7140,56.8700,64.8210
2020-01-09,03:26:00,1.0100,713.1990,57.0310,62.0230
2020-01-09,03:27:00,0.9970,713.2550,56.3330,60.3360
2020-01-09,03:28:00,1.0460,713.4230,55.1140,62.6090
2020-01-09,03:29:00,1.1070,712.1140,53.5590,65.7030
2020-01-09,03:30:00,1.1680,713.2920,52.4460,67.3750
2020-01-09,03:31:00,1.2250,713.2920,52.7020,68.0730
2020-01-09,03:32:00,1.2800,711.9650,53.3660,68.3660
2020-01-09,03:33:00,1.3270,712.0580,54.4840,68.4710
2020-01-09,03:34:00,1.3760,711.9650,55.2530,68.9550
2020-01-09,03:35:00,1.4260,710.7300,55.9050,69.6040
2020-01-09,03:36:00,1.3040,710.6370,56.2710,69.6940
2020-01-09,03:37:00,1.1740,710.6370,56.6690,66.5470
2020-01-09,03:38:00,1.0530,710.6930,57.0700,63.0710
2020-01-09,03:39:00,0.9790,710.8800,56.7380,60.9490
2020-01-09,03:40:00,1.0170,709.4960,55.7050,61.0220
2020-01-09,03:41:00,1.0760,710.5060,54.2790,64.4500
2020-01-09,03:42:00,1.1370,710.6930,52.7830,66.7840
2020-01-09,03:43:00,1.1970,710.6370,52.4850,67.8190
2020-01-09,03:44:00,1.2490,710.7300,52.9950,68.2340
2020-01-09,03:45:00,1.3020,710.5060,53.9420,68.3220
2020-01-09,03:46:00,1.3510,708.3180,54.9900,68.7230
2020-01-09,03:47:00,1.3970,708.1310,55.6390,69.2890
2020-01-09,03:48:00,1.3610,708.2250,56.1100,70.0560
2020-01-09,03:49:00,1.2210,708.1870,56.4640,68.1660
2020-01-09,03:50:00,1.1020,709.4590,56.9090,64.4500
2020-01-09,03:51:00,0.9970,708.0380,56.9940,61.6960
2020-01-09,03:52:00,0.9930,709.3650,56.1640,60.2750
2020-01-09,03:53:00,1.0450,706.8030,55.0020,63.0680
2020-01-09,03:54:00,1.1060,708.1310,53.3740,66.0760
2020-01-09,03:55:00,1.1650,706.8030,52.4600,67.5480
2020-01-09,03:56:00,1.2220,706.8600,52.7490,68.2150
2020-01-09,03:57:00,1.2740,706.9900,53.4030,68.3030
2020-01-09,03:58:00,1.3210,706.8970,54.5920,68.5590
2020-01-09,03:59:00,1.3740,708.3180,55.3630,69.0130
2020-01-09,04:00:00,1.4160,706.8970,55.9130,69.6850
2020-01-09,04:01:00,1.2740,706.6730,56.3640,69.4500
2020-01-09,04:02:00,1.1460,706.7660,56.7350,66.0400
2020-01-09,04:03:00,1.0370,706.7660,57.0970,62.7090
2020-01-09,04:04:00,0.9800,706.7100,56.5860,60.7560
2020-01-09,04:05:00,1.0200,706.7660,55.5900,61.4520
2020-01-09,04:06:00,1.0770,705.7190,54.0960,64.9870
2020-01-09,04:07:00,1.1420,705.9060,52.6800,67.0110
2020-01-09,04:08:00,1.1990,705.6630,52.5970,67.9220
2020-01-09,04:09:00,1.2510,704.2600,53.0460,68.3660
2020-01-09,04:10:00,1.3020,704.4290,54.1130,68.4710
2020-01-09,04:11:00,1.3500,704.2980,55.0920,68.8790
2020-01-09,04:12:00,1.3980,704.3910,55.7640,69.3990
2020-01-09,04:13:00,1.3400,704.4290,56.2080,69.9510
2020-01-09,04:14:00,1.2020,704.1670,56.5790,67.8710
2020-01-09,04:15:00,1.0800,704.3910,57.0010,64.0250
2020-01-09,04:16:00,0.9820,704.4290,56.9940,61.4740
2020-01-09,04:17:00,0.9970,703.0630,56.1100,60.4610
2020-01-09,04:18:00,1.0460,704.4290,54.7750,63.5200
2020-01-09,04:19:00,1.1070,703.1570,53.1320,66.2690
2020-01-09,04:20:00,1.1670,703.1200,52.4650,67.5610
2020-01-09,04:21:00,1.2230,703.0630,52.7630,68.1420
2020-01-09,04:22:00,1.2740,701.6980,53.5200,68.2950
2020-01-09,04:23:00,1.3270,701.7360,54.6820,68.6910
2020-01-09,04:24:00,1.3750,703.0260,55.5240,69.1550
2020-01-09,04:25:00,1.3890,700.5020,56.0350,69.8680
2020-01-09,04:26:00,1.2490,701.9230,56.4180,69.0790
2020-01-09,04:27:00,1.1240,701.7360,56.8160,65.3850
2020-01-09,04:28:00,1.0150,700.4640,57.0920,62.3330
2020-01-09,04:29:00,0.9810,701.5110,56.4720,60.6070
2020-01-09,04:30:00,1.0220,700.5020,55.3900,62.0700
2020-01-09,04:31:00,1.0840,699.3230,53.8400,65.3830
2020-01-09,04:32:00,1.1420,699.8660,52.5510,67.2500
2020-01-09,04:33:00,1.2020,699.0990,52.6240,68.0220
2020-01-09,04:34:00,1.2530,698.9120,53.2030,68.2690
2020-01-09,04:35:00,1.3020,699.1930,54.2500,68.4590
2020-01-09,04:36:00,1.3540,697.8650,55.2310,68.8810
2020-01-09,04:37:00,1.4040,697.8090,55.8520,69.5310
2020-01-09,04:38:00,1.3000,697.9020,56.2520,69.9190
2020-01-09,04:39:00,1.1720,697.7710,56.6400,67.0230
2020-01-09,04:40:00,1.0540,697.8090,57.0430,63.4490
2020-01-09,04:41:00,0.9700,697.8090,56.8500,61.1520
2020-01-09,04:42:00,1.0010,700.5020,55.8640,60.7420
2020-01-09,04:43:00,1.0560,699.0430,54.5330,64.0130
2020-01-09,04:44:00,1.1140,697.9580,52.9240,66.5840
2020-01-09,04:45:00,1.1770,697.8090,52.5000,67.7880
2020-01-09,04:46:00,1.2320,696.5750,52.8800,68.1950
2020-01-09,04:47:00,1.2830,696.4060,53.7590,68.3880
2020-01-09,04:48:00,1.3310,696.4440,54.8550,68.6590
2020-01-09,04:49:00,1.3770,695.8450,55.6050,69.2740
2020-01-09,04:50:00,1.3510,695.2660,56.1250,70.0290
2020-01-09,04:51:00,1.2120,695.2090,56.4840,68.3830
2020-01-09,04:52:00,1.0910,695.2660,56.8450,64.5970
2020-01-09,04:53:00,0.9940,695.4340,56.9870,61.7890
2020-01-09,04:54:00,0.9860,694.7050,56.2250,60.2780
2020-01-09,04:55:00,1.0360,696.6310,55.0120,62.7730
2020-01-09,04:56:00,1.0920,696.5370,53.3930,65.8000
2020-01-09,04:57:00,1.1510,693.8820,52.4680,67.5290
2020-01-09,04:58:00,1.2060,695.2660,52.7360,68.1270
2020-01-09,04:59:00,1.2590,693.8070,53.3860,68.2830
2020-01-09,05:00:00,1.3080,693.9750,54.5580,68.5540
2020-01-09,05:01:00,1.3550,694.0690,55.4340,69.0740
2020-01-09,05:02:00,1.4060,694.0310,55.9490,69.6770
2020-01-09,05:03:00,1.2740,693.9750,56.3760,69.5770
2020-01-09,05:04:00,1.1470,692.7410,56.7570,66.4010
2020-01-09,05:05:00,1.0320,693.9750,57.1410,62.9580
2020-01-09,05:06:00,0.9700,693.9750,56.6740,60.8200
2020-01-09,05:07:00,1.0070,692.7970,55.6760,61.1840
2020-01-09,05:08:00,1.0650,692.7410,54.2430,64.6870
2020-01-09,05:09:00,1.1270,693.8070,52.7530,66.8750
2020-01-09,05:10:00,1.1820,691.3760,52.5480,67.8630
2020-01-09,05:11:00,1.2360,691.2820,53.0120,68.2250
2020-01-09,05:12:00,1.2860,691.2820,54.0010,68.4150
2020-01-09,05:13:00,1.3350,691.4690,55.0170,68.8250
2020-01-09,05:14:00,1.3820,690.1980,55.7150,69.4720
2020-01-09,05:15:00,1.3280,691.6000,56.1880,69.9730
2020-01-09,05:16:00,1.1970,691.4690,56.5860,67.9270
2020-01-09,05:17:00,1.0740,690.2350,56.9480,64.2500
2020-01-09,05:18:00,0.9770,691.1520,56.9970,61.5570
2020-01-09,05:19:00,0.9870,692.4790,56.2080,60.4270
2020-01-09,05:20:00,1.0400,690.0480,54.8700,63.2860
2020-01-09,05:21:00,1.0980,691.4320,53.3200,66.1810
2020-01-09,05:22:00,1.1560,690.2350,52.5310,67.5240
2020-01-09,05:23:00,1.2130,690.1420,52.7780,68.1540
2020-01-09,05:24:00,1.2630,690.1420,53.5420,68.3300
2020-01-09,05:25:00,1.3100,690.1040,54.6500,68.6740
2020-01-09,05:26:00,1.3630,687.6730,55.5240,69.0820
2020-01-09,05:27:00,1.3830,687.7670,55.9960,69.8020
2020-01-09,05:28:00,1.2420,688.8140,56.4770,69.1650
2020-01-09,05:29:00,1.1180,687.6730,56.8260,65.7050
2020-01-09,05:30:00,1.0110,688.8700,57.0700,62.4580
2020-01-09,05:31:00,0.9720,690.1420,56.5330,60.6250
2020-01-09,05:32:00,1.0150,687.7290,55.5120,61.8090
2020-01-09,05:33:00,1.0720,687.6360,53.9030,65.2290
2020-01-09,05:34:00,1.1340,687.6730,52.6260,67.1670
2020-01-09,05:35:00,1.1900,685.6720,52.6560,68.0170
2020-01-09,05:36:00,1.2410,686.4020,53.1560,68.4080
2020-01-09,05:37:00,1.2900,686.2710,54.2740,68.5640
2020-01-09,05:38:00,1.3390,686.2710,55.2240,68.9940
2020-01-09,05:39:00,1.3830,686.3080,55.8540,69.6330
2020-01-09,05:40:00,1.2750,685.0370,56.3280,69.7500
2020-01-09,05:41:00,1.1490,685.0370,56.6650,66.7670
2020-01-09,05:42:00,1.0370,686.3640,57.0670,63.2420
2020-01-09,05:43:00,0.9640,686.1210,56.7550,61.0690
2020-01-09,05:44:00,0.9950,686.2150,55.7910,60.8300
2020-01-09,05:45:00,1.0520,685.0370,54.4620,64.3450
2020-01-09,05:46:00,1.1120,687.6730,52.9050,66.8110
2020-01-09,05:47:00,1.1680,686.3640,52.4870,67.8660
2020-01-09,05:48:00,1.2200,683.8020,52.9540,68.2610
2020-01-09,05:49:00,1.2720,684.9810,53.9280,68.4880
2020-01-09,05:50:00,1.3200,683.8020,54.9560,68.7590
2020-01-09,05:51:00,1.3680,683.8400,55.7340,69.3870
2020-01-09,05:52:00,1.3120,683.7090,56.1840,69.9160
2020-01-09,05:53:00,1.1770,682.6620,56.5200,67.8560
2020-01-09,05:54:00,1.0630,683.8020,56.9600,64.1210
2020-01-09,05:55:00,0.9680,683.6150,56.9650,61.5010
2020-01-09,05:56:00,0.9820,683.8960,56.0960,60.3730
2020-01-09,05:57:00,1.0350,683.7460,54.8700,63.4270
2020-01-09,05:58:00,1.0900,683.8020,53.2730,66.1570
2020-01-09,05:59:00,1.1510,682.6620,52.5850,67.6190
2020-01-09,06:00:00,1.2120,681.1470,52.7630,68.1560
2020-01-09,06:01:00,1.2600,681.3340,53.5880,68.3950
2020-01-09,06:02:00,1.3040,681.2030,54.7260,68.5540
2020-01-09,06:03:00,1.3550,681.1470,55.4730,69.1210
2020-01-09,06:04:00,1.3770,679.8750,56.0180,69.8700
2020-01-09,06:05:00,1.2330,681.2410,56.4620,69.3210
2020-01-09,06:06:00,1.1100,681.2970,56.7940,65.6290
2020-01-09,06:07:00,1.0070,681.2970,57.1310,62.5170
2020-01-09,06:08:00,0.9710,681.0160,56.6160,60.5830
2020-01-09,06:09:00,1.0070,679.9690,55.4410,61.7670
2020-01-09,06:10:00,1.0620,679.9690,53.9450,65.1660
2020-01-09,06:11:00,1.1180,679.0900,52.6700,67.1580
2020-01-09,06:12:00,1.1760,679.6510,52.6580,68.1760
2020-01-09,06:13:00,1.2270,678.5100,53.1220,68.4610
2020-01-09,06:14:00,1.2780,679.7450,54.2010,68.5880
2020-01-09,06:15:00,1.3270,679.9690,55.2020,68.9010
2020-01-09,06:16:00,1.3750,678.6410,55.8610,69.5940
2020-01-09,06:17:00,1.2560,678.8280,56.2930,69.5870
2020-01-09,06:18:00,1.1340,678.6790,56.6770,66.5640
2020-01-09,06:19:00,1.0220,677.7810,57.0160,63.1290
2020-01-09,06:20:00,0.9560,678.7720,56.7670,60.9640
2020-01-09,06:21:00,0.9910,679.1840,55.7050,60.9250
2020-01-09,06:22:00,1.0450,677.3700,54.4010,64.3790
2020-01-09,06:23:00,1.1050,676.2290,52.8680,66.8010
2020-01-09,06:24:00,1.1580,678.7350,52.4820,67.9100
2020-01-09,06:25:00,1.2160,677.3700,52.9760,68.3200
2020-01-09,06:26:00,1.2670,677.4630,53.9720,68.5540
2020-01-09,06:27:00,1.3140,675.8550,54.9820,68.7690
2020-01-09,06:28:00,1.3610,675.4060,55.7290,69.4970
2020-01-09,06:29:00,1.2850,675.9860,56.1980,69.8120
2020-01-09,06:30:00,1.1560,676.0790,56.5960,67.2360
2020-01-09,06:31:00,1.0440,674.6770,56.9890,63.5960
2020-01-09,06:32:00,0.9580,676.1350,56.9160,61.2930
2020-01-09,06:33:00,0.9850,674.6770,55.9250,60.4980
2020-01-09,06:34:00,1.0400,674.8080,54.6500,63.7570
2020-01-09,06:35:00,1.0930,673.2560,53.0680,66.4370
2020-01-09,06:36:00,1.1510,673.3870,52.4920,67.6700
2020-01-09,06:37:00,1.2080,674.2090,52.9150,68.1270
2020-01-09,06:38:00,1.2560,673.4430,53.7570,68.4320
2020-01-09,06:39:00,1.3030,674.7520,54.8330,68.6320
2020-01-09,06:40:00,1.3510,673.4800,55.6730,69.2790
2020-01-09,06:41:00,1.3100,673.3870,56.0960,69.8530
2020-01-09,06:42:00,1.1760,673.3870,56.5380,68.0270
2020-01-09,06:43:00,1.0620,672.1150,56.8920,64.3310
2020-01-09,06:44:00,0.9700,673.4800,56.9790,61.6520
2020-01-09,06:45:00,0.9750,670.9180,56.2030,60.2630
2020-01-09,06:46:00,1.0200,673.5360,54.9410,63.0410
2020-01-09,06:47:00,1.0790,672.3390,53.3860,65.9390
2020-01-09,06:48:00,1.1360,672.2080,52.5120,67.5580
2020-01-09,06:49:00,1.1900,671.0120,52.7410,68.1780
2020-01-09,06:50:00,1.2420,670.9180,53.4080,68.3950
2020-01-09,06:51:00,1.2880,670.8430,54.5870,68.5590
2020-01-09,06:52:00,1.3350,670.8810,55.3930,69.0990
2020-01-09,06:53:00,1.3090,669.5160,55.9860,69.7430
2020-01-09,06:54:00,1.1760,670.7870,56.4350,68.3200
2020-01-09,06:55:00,1.0620,670.6940,56.8700,64.5010
2020-01-09,06:56:00,0.9730,670.8430,56.9750,61.7110
2020-01-09,06:57:00,0.9690,669.6840,56.0740,60.1970
2020-01-09,06:58:00,1.0080,669.5160,54.8770,62.6000
2020-01-09,06:59:00,1.0620,669.5160,53.2560,65.7000
2020-01-09,07:00:00,1.1170,670.6560,52.3750,67.3120
2020-01-09,07:01:00,1.1720,668.4120,52.4750,67.9240
2020-01-09,07:02:00,1.2180,668.2810,53.1050,68.1440
2020-01-09,07:03:00,1.2640,670.8810,54.2040,68.3690
2020-01-09,07:04:00,1.3110,668.2810,55.0580,68.8690
2020-01-09,07:05:00,1.3500,666.7670,55.6710,69.5920
2020-01-09,07:06:00,1.2180,668.0940,56.0880,69.2110
2020-01-09,07:07:00,1.0960,668.0570,56.5720,65.8490
2020-01-09,07:08:00,0.9940,668.3190,56.9180,62.5680
2020-01-09,07:09:00,0.9470,668.2810,56.4350,60.5370
2020-01-09,07:10:00,0.9880,668.3190,55.4070,61.1620
2020-01-09,07:11:00,1.0530,668.0940,53.9250,64.5280
2020-01-09,07:12:00,1.1030,667.1410,52.5310,66.8400
2020-01-09,07:13:00,1.1580,666.9160,52.4820,67.7090
2020-01-09,07:14:00,1.2100,666.9910,52.9610,68.1050
2020-01-09,07:15:00,1.2550,666.2620,53.8960,68.2690
2020-01-09,07:16:00,1.3040,664.2980,54.9800,68.6320
2020-01-09,07:17:00,1.3510,665.1210,55.6560,69.2770
2020-01-09,07:18:00,1.2540,665.6820,56.1420,69.6110
2020-01-09,07:19:00,1.1370,666.9540,56.5740,66.9530
2020-01-09,07:20:00,1.0250,665.7200,56.9620,63.3120
2020-01-09,07:21:00,0.9490,665.4950,56.7960,61.0590
2020-01-09,07:22:00,0.9680,664.5790,55.8030,60.3970
2020-01-09,07:23:00,1.0110,664.3920,54.5600,63.7060
2020-01-09,07:24:00,1.0580,664.2980,51.1420,66.3110
2020-01-09,07:25:00,1.1040,663.4010,51.3110,67.3160
2020-01-09,07:26:00,1.1440,664.2980,51.6620,67.2800
2020-01-09,07:27:00,1.1780,662.9330,52.7090,67.2360
2020-01-09,07:28:00,1.2100,661.8490,53.6540,67.4190
2020-01-09,07:29:00,1.2440,663.1580,54.2180,67.9630
2020-01-09,07:30:00,1.2820,663.0640,54.5160,68.6840
2020-01-09,07:31:00,1.3180,663.1200,54.7750,69.2040
2020-01-09,07:32:00,1.2190,663.1200,54.9780,69.4090
2020-01-09,07:33:00,1.0890,661.6990,55.4900,66.3810
2020-01-09,07:34:00,0.9870,664.3920,55.8910,62.6190
2020-01-09,07:35:00,0.9430,664.3920,55.7470,60.1140
2020-01-09,07:36:00,0.9680,664.4850,54.7190,60.1070
2020-01-09,07:37:00,1.0070,661.8490,53.1830,63.4830
2020-01-09,07:38:00,1.0460,661.8490,51.5230,65.7590
2020-01-09,07:39:00,1.0840,660.3710,51.0810,66.7990
2020-01-09,07:40:00,1.1210,661.6990,51.4250,66.9280
2020-01-09,07:41:00,1.1520,663.1200,52.3510,66.8990
2020-01-09,07:42:00,1.1850,661.7930,53.3370,67.1530
2020-01-09,07:43:00,1.2220,660.7080,53.8890,67.6850
2020-01-09,07:44:00,1.2590,660.5210,54.2480,68.3740
2020-01-09,07:45:00,1.3010,659.3800,54.5310,68.8980
2020-01-09,07:46:00,1.3070,659.1930,54.9090,69.4230
2020-01-09,07:47:00,1.1650,660.5580,55.2580,68.5660
2020-01-09,07:48:00,1.0480,659.2870,55.6510,64.6380
2020-01-09,07:49:00,0.9690,660.6520,56.0080,61.4590
2020-01-09,07:50:00,0.9610,660.3710,55.2920,59.5870
2020-01-09,07:51:00,0.9920,660.4270,54.1250,61.6010
2020-01-09,07:52:00,1.0300,659.1930,52.4210,64.6940
2020-01-09,07:53:00,1.0690,659.2870,51.1520,66.3280
2020-01-09,07:54:00,1.1030,659.1560,51.1660,66.8110
2020-01-09,07:55:00,1.1360,659.1930,51.7520,66.8450
2020-01-09,07:56:00,1.1680,660.6520,52.8120,67.0280
2020-01-09,07:57:00,1.2020,657.9960,53.6660,67.3770
2020-01-09,07:58:00,1.2380,655.7150,54.0670,68.0440
2020-01-09,07:59:00,1.2740,657.8660,54.3790,68.5620
2020-01-09,08:00:00,1.3110,656.6870,54.6770,69.1380
2020-01-09,08:01:00,1.2450,657.8660,55.0240,69.3770
2020-01-09,08:02:00,1.1080,658.0530,55.4410,67.0620
2020-01-09,08:03:00,1.0040,657.9590,55.7980,63.0930
2020-01-09,08:04:00,0.9480,656.6310,55.7880,60.3850
2020-01-09,08:05:00,0.9700,657.9960,54.7500,59.7600
2020-01-09,08:06:00,1.0060,655.5840,53.3590,63.0980
2020-01-09,08:07:00,1.0430,656.7250,51.6770,65.5150
2020-01-09,08:08:00,1.0780,655.8650,50.9910,66.5010
2020-01-09,08:09:00,1.1140,655.3600,51.2570,66.8700
2020-01-09,08:10:00,1.1450,655.3600,52.1670,66.8210
2020-01-09,08:11:00,1.1770,654.1260,53.1730,67.1040
2020-01-09,08:12:00,1.2140,655.3970,53.8300,67.5170
2020-01-09,08:13:00,1.2470,653.9950,54.1890,68.2470
2020-01-09,08:14:00,1.2830,653.0220,54.4870,68.7760
2020-01-09,08:15:00,1.3150,653.6770,54.8290,69.4040
2020-01-09,08:16:00,1.1910,652.8910,55.1040,69.1040
2020-01-09,08:17:00,1.0710,654.1630,55.5290,65.6900
2020-01-09,08:18:00,0.9850,654.0880,55.9980,62.1450
2020-01-09,08:19:00,0.9540,654.2560,55.5850,59.9380
2020-01-09,08:20:00,0.9860,654.2190,54.4060,60.7340
2020-01-09,08:21:00,1.0220,655.5470,52.9240,64.0110
2020-01-09,08:22:00,1.0630,652.9290,51.3720,65.9810
2020-01-09,08:23:00,1.0980,651.5640,51.2230,66.8040
2020-01-09,08:24:00,1.1340,651.5640,51.5820,67.0210
2020-01-09,08:25:00,1.1780,651.5260,53.2170,67.0580
2020-01-09,08:26:00,1.2250,651.5640,54.4480,67.3730
2020-01-09,08:27:00,1.2730,651.7130,55.0020,68.2050
2020-01-09,08:28:00,1.3180,651.5640,55.3730,69.0890
2020-01-09,08:29:00,1.3330,651.6200,55.7200,69.7550
2020-01-09,08:30:00,1.2000,651.4700,56.1300,68.9470
2020-01-09,08:31:00,1.0880,651.6200,56.6940,65.1970
2020-01-09,08:32:00,1.0010,651.7130,57.0620,62.1210
2020-01-09,08:33:00,0.9790,650.1990,56.5420,60.3410
2020-01-09,08:34:00,1.0170,650.1990,55.4460,61.8160
2020-01-09,08:35:00,1.0680,649.7500,53.7710,65.0970
2020-01-09,08:36:00,1.1190,648.9270,52.4750,67.1210
2020-01-09,08:37:00,1.1680,647.7300,52.7360,67.8390
2020-01-09,08:38:00,1.2170,649.0580,53.3100,68.1270
2020-01-09,08:39:00,1.2660,647.8240,54.4010,68.2950
2020-01-09,08:40:00,1.3120,647.5430,55.3120,68.8570
2020-01-09,08:41:00,1.3490,646.2340,55.9080,69.5040
2020-01-09,08:42:00,1.2180,647.7860,56.3450,69.2570
2020-01-09,08:43:00,1.1100,647.4120,56.7210,65.8690
2020-01-09,08:44:00,1.0170,647.6370,57.1770,62.5580
2020-01-09,08:45:00,0.9830,647.6370,56.7330,60.6830
2020-01-09,08:46:00,1.0150,646.3090,55.6590,61.3180
2020-01-09,08:47:00,1.0600,647.5990,54.1450,64.8430
2020-01-09,08:48:00,1.1130,646.4590,52.7000,67.0800
2020-01-09,08:49:00,1.1610,646.4960,52.6390,67.9800
2020-01-09,08:50:00,1.2090,646.3650,53.1830,68.1950
2020-01-09,08:51:00,1.2520,645.1310,54.2180,68.4030
2020-01-09,08:52:00,1.2960,643.8590,55.1190,68.6690
2020-01-09,08:53:00,1.3410,645.3180,55.7760,69.3500
2020-01-09,08:54:00,1.2190,645.1680,56.2010,69.2940
2020-01-09,08:55:00,1.1050,645.3180,56.6010,66.1300
2020-01-09,08:56:00,1.0180,645.2240,57.0280,62.7360
2020-01-09,08:57:00,0.9740,645.0930,56.7080,60.7080
2020-01-09,08:58:00,1.0060,645.2240,55.6200,61.0640
2020-01-09,08:59:00,1.0520,645.0000,54.1450,64.4600
2020-01-09,09:00:00,1.1030,645.0930,52.6950,66.7960
2020-01-09,09:01:00,1.1460,642.4750,52.4800,67.6970
2020-01-09,09:02:00,1.1940,643.7660,52.9610,68.1150
2020-01-09,09:03:00,1.2390,643.8030,53.9910,68.1730
2020-01-09,09:04:00,1.2840,643.4850,55.0000,68.5470
2020-01-09,09:05:00,1.3320,642.5320,55.6370,69.1500
2020-01-09,09:06:00,1.2480,641.2040,56.0790,69.5870
2020-01-09,09:07:00,1.1310,642.6250,56.4570,67.0190
2020-01-09,09:08:00,1.0350,642.4750,56.9450,63.4610
2020-01-09,09:09:00,0.9730,643.2050,56.8840,61.0880
2020-01-09,09:10:00,0.9950,644.1770,55.9610,60.3220
2020-01-09,09:11:00,1.0400,642.7560,54.5890,63.7230
2020-01-09,09:12:00,1.0900,642.6620,52.9020,66.3230
2020-01-09,09:13:00,1.1370,641.4280,52.3990,67.5190
2020-01-09,09:14:00,1.1840,642.7190,52.7610,67.9830
2020-01-09,09:15:00,1.2270,642.7190,53.7980,68.1320
2020-01-09,09:16:00,1.2740,642.7190,54.7430,68.4490
2020-01-09,09:17:00,1.3200,641.2410,55.5730,69.1010
2020-01-09,09:18:00,1.2730,640.1010,56.0470,69.6500
2020-01-09,09:19:00,1.1500,641.2970,56.4350,67.7390
2020-01-09,09:20:00,1.0510,641.2410,56.8550,63.9620
2020-01-09,09:21:00,0.9830,641.3350,57.0260,61.4250
2020-01-09,09:22:00,0.9920,638.6050,56.1250,60.1630
2020-01-09,09:23:00,1.0310,641.2970,54.8730,62.9760
2020-01-09,09:24:00,1.0780,641.4280,53.3000,65.9690
2020-01-09,09:25:00,1.1240,638.6050,52.5000,67.3850
2020-01-09,09:26:00,1.1740,636.2670,52.7340,68.0120
2020-01-09,09:27:00,1.2180,638.6050,53.5420,68.1250
2020-01-09,09:28:00,1.2650,638.6420,54.6850,68.3760
2020-01-09,09:29:00,1.3090,638.7920,55.4410,68.9500
2020-01-09,09:30:00,1.2910,638.7350,55.9810,69.5720
2020-01-09,09:31:00,1.1650,638.6420,56.3890,68.1760
2020-01-09,09:32:00,1.0640,638.7350,56.8280,64.6260
2020-01-09,09:33:00,0.9890,638.6420,57.0770,61.7380
2020-01-09,09:34:00,0.9850,637.4080,56.3350,60.1780
2020-01-09,09:35:00,1.0200,637.4080,55.1220,62.4560
2020-01-09,09:36:00,1.0710,636.1740,53.5150,65.5710
2020-01-09,09:37:00,1.1180,636.0990,52.4360,67.2290
2020-01-09,09:38:00,1.1630,637.4080,52.6970,67.8540
2020-01-09,09:39:00,1.2110,636.0990,53.3560,68.0830
2020-01-09,09:40:00,1.2550,637.2770,54.5700,68.3760
2020-01-09,09:41:00,1.3010,634.9020,55.4610,68.8300
2020-01-09,09:42:00,1.3060,634.6780,55.9490,69.4750
2020-01-09,09:43:00,1.1790,634.9950,56.2790,68.7080
2020-01-09,09:44:00,1.0760,636.1740,56.7550,65.0040
2020-01-09,09:45:00,1.0040,636.1740,57.1040,61.9920
2020-01-09,09:46:00,0.9810,635.2200,56.5010,60.3340
2020-01-09,09:47:00,1.0310,634.6780,55.2830,61.8600
2020-01-09,09:48:00,1.0660,634.7150,53.6660,65.1970
2020-01-09,09:49:00,1.1090,634.0420,52.4870,67.0010
2020-01-09,09:50:00,1.1570,634.5840,52.6410,67.7460
2020-01-09,09:51:00,1.2000,634.7150,53.2660,67.9680
2020-01-09,09:52:00,1.2440,633.7240,54.3570,68.3150
2020-01-09,09:53:00,1.2900,630.9380,55.2390,68.6790
2020-01-09,09:54:00,1.3250,632.3400,55.8590,69.4090
2020-01-09,09:55:00,1.1980,632.2090,56.2470,69.0960
2020-01-09,09:56:00,1.0890,632.1160,56.7060,65.6930
2020-01-09,09:57:00,1.0100,633.4810,57.1310,62.4210
2020-01-09,09:58:00,0.9770,632.3030,56.6450,60.5540
2020-01-09,09:59:00,1.0080,632.2650,55.6270,61.3150
2020-01-09,10:00:00,1.0530,633.5370,54.0940,64.7410
2020-01-09,10:01:00,1.1010,633.4060,52.6560,66.8620
2020-01-09,10:02:00,1.1490,632.2090,52.6560,67.7950
2020-01-09,10:03:00,1.1950,631.0680,53.1710,68.0780
2020-01-09,10:04:00,1.2420,631.6670,54.2520,68.2220
2020-01-09,10:05:00,1.2820,631.0680,55.1970,68.6740
2020-01-09,10:06:00,1.3190,629.6100,55.8340,69.4280
2020-01-09,10:07:00,1.1900,629.7030,56.2670,68.9230
2020-01-09,10:08:00,1.0880,630.9750,56.7160,65.6120
2020-01-09,10:09:00,1.0040,630.9750,57.1280,62.4340
2020-01-09,10:10:00,0.9740,630.8810,56.6430,60.5540
2020-01-09,10:11:00,1.0070,631.0310,55.5900,61.4160
2020-01-09,10:12:00,1.0510,630.8440,54.0400,64.8950
2020-01-09,10:13:00,1.1010,630.9380,52.6970,66.9260
2020-01-09,10:14:00,1.1480,629.7030,52.6800,67.7410
2020-01-09,10:15:00,1.2010,628.4130,53.1440,68.0880
2020-01-09,10:16:00,1.2720,628.5070,54.2620,68.2660
2020-01-09,10:17:00,1.3340,629.5540,56.1590,68.7010
2020-01-09,10:18:00,1.3570,629.7410,57.1720,69.6990
2020-01-09,10:19:00,1.2390,628.4130,57.4160,69.1570
2020-01-09,10:20:00,1.1360,628.4130,57.9270,65.8640
